id	authors	year	title	journal	doi	pmid	language	languageGroup	country	recordType	recordTypeCode	caseShape	caseCount	caseCountNumeric	accessCode	accessLabel	publicLinkUrl	coConsciousness	amnesia	amnesiaDirectionality	voluntarySwitching	treatmentGoal	outcome	diagnosticDelayYears	psychosisPriorOrDifferential	moodPriorOrDifferential	bpdPriorOrDifferential	childAlters	oppositeSexAlters	nonHumanAlters	bilingualAlters
ISR_002	Witztum, E., Buchbinder, J.T., van der Hart, O.	1990	Summoning a punishing angel: Treatment of a depressed patient with dissociative features	Bulletin of the Menninger Clinic, 54(4):524-537		2268758	English	English-language sources	Israel	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/2268758/	yes	no	unclear	partial	functioning_or_cooperation	improved_functioning		no	no	no	no	no	yes	not_stated
ITA_001	Morselli, G.E.	1930	Sulla dissociazione mentale (Elena case)	Rivista Sperimentale di Freniatria, LIV(2):15-128	10.3280/RSF2011-003002 (2011 reprint)		Italian	European and Latin-script non-English	Italy	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.3280/RSF2011-003002 (2011 reprint)	yes	yes	unclear	not_stated	functioning_or_cooperation	integration_or_partial_integration		no	no	no	yes	no	no	yes
ITA_002	Donfrancesco R, Dell'Uomo A, Mugnaini D, Palla B	2004	Dissociative disorder in children. A case study	Minerva Pediatrica		15457142	English/Italian	Other languages	Italy	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/15457142/	not_stated	yes	not_stated	not_stated	not_stated	not_stated		yes	no	no	not_stated	not_stated	not_stated	not_stated
ITA_003	Pancheri C, Caredda M, Pacchiarotti I et al.	2017	Disturbo dissociativo d'identit_, auto-ipnosi e sintomi simil-psicotici	Rivista di Psichiatria 52(5):208-211	10.1708/2801.28348	29105703	Italian	European and Latin-script non-English	Italy	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1708/2801.28348	yes	yes	unclear	not_stated	not_stated	not_stated		yes	yes	no	not_stated	not_stated	not_stated	not_stated
ITA_004	Costabile T, Bilo L, De Rosa A, Pane C, Sacca F	2018	Dissociative identity disorder: Restoration of executive functions after switch from alter to host personality	Psychiatry and Clinical Neuroscience	10.1111/pcn.12630	29280531	English	English-language sources	Italy	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1111/pcn.12630	not_stated	yes	unclear	no	diagnostic_clarification	other_described		no	no	no	no	no	no	not_stated
ITA_006	Barbieri A, Visco-Comandini F et al.	2022	Schema Therapy approach to complex dissociative disorder: single case study	Rivista di Psichiatria 57(3):141-157		35695685	English	English-language sources	Italy	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/35695685/	yes	yes	not_stated	not_stated	integration_or_fusion	integration_or_partial_integration		no	no	yes	yes	not_stated	not_stated	not_stated
ITA_007	Barranco, R., Verde, A., Colombo, C., Rocca, G.	2025	Dissociative identity disorder in forensic field: Case report and literature review	Rassegna Italiana di Criminologia, N.2/2025:126	10.7347/RIC-022025-p126		Italian	European and Latin-script non-English	Italy	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.7347/RIC-022025-p126	not_stated	uncertain_or_partial	not_stated	not_stated	not_stated	other_described		no	no	no	not_stated	not_stated	not_stated	not_stated
ITA_008	Belli, G., Trentarossi, B., Morini, L., Baptista, M.N., Cecchetto, G.	2025	Thematic analysis of a suicide note revealing possible undiagnosed DID	Mortality	10.1080/13576275.2025.2612191		English	English-language sources	Italy	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1080/13576275.2025.2612191	not_stated	yes	unclear	not_stated	other_described	other_described		no	no	no	not_stated	not_stated	not_stated	not_stated
JPN_001	斉藤正武, 宮崎忠男	1978	多重人格の1症例	精神医学 20(3): 257-263	10.11477/mf.1405202732		Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.11477/mf.1405202732	partial	yes	asymmetric	partial	other_described	improved_functioning		no	no	no	no	no	no	not_stated
JPN_002	三田俊夫, 岡本幸太郎, 坂井明夫, 江村秀, 川上勝輝, 名井一好, 中島國弘, 桐畑俊蔵	1984	分裂病にみられた多重人格の2症例	精神医学 26(8): 825-831	10.11477/mf.1405203804		Japanese	East Asian languages	Japan	Case report	case_report	Two Case Report	2	2	external_link_available	External record link available	https://doi.org/10.11477/mf.1405203804	partial	yes	host_to_alter_predominant	no	other_described	mixed_or_variable		yes	no	no	not_stated	yes	uncertain	not_stated
JPN_003	中島一憲, 溝口るり子	1993	多重人格を呈した解離型ヒステリーの1例	精神医学 35(4):429-435	10.11477/mf.1405903437		Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	ocr_managed_source	OCR-managed source	https://doi.org/10.11477/mf.1405903437	partial	yes	one_way	no	integration_or_fusion	improved_functioning		no	no	no	yes	no	yes	not_stated
JPN_042	藤田和幸, 林拓二, 大原貢	1995	過去への退行を繰り返す解離性同一性障害の1例	臨床精神医学 24(4):407-415			Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		no	yes	unclear	no	safety_or_stabilization	improved_functioning		no	no	no	yes	no	no	not_stated
JPN_004	山田幸彦, 山田貴子	1996	Thioproperazineにより急速な改善をみた解離性同一性障害の1例	精神医学 38(9):1006-1007	10.11477/mf.1405904179		Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	ocr_managed_source	OCR-managed source	https://doi.org/10.11477/mf.1405904179	partial	yes	alter_to_host_predominant	no	integration_or_fusion	improved_functioning		no	no	no	no	no	no	not_stated
JPN_005	An K (安克昌)	1998	Dissociative identity disorder and childhood trauma in Japan	Psychiatry and Clinical Neurosciences 52(S5): S111-S114	10.1046/j.1440-1819.1998.0520s5S111.x		English	English-language sources	Japan	Case report	case_report	Large Case Series	15	15	external_link_available	External record link available	https://doi.org/10.1046/j.1440-1819.1998.0520s5S111.x	not_stated	not_stated	not_stated	not_stated	not_stated	not_stated	4.6	yes	yes	yes	yes	not_stated	not_stated	not_stated
JPN_006	Fujii, Y. et al.	1998	Multiple personality disorder in Japan	Psychiatry and Clinical Neurosciences	10.1046/j.1440-1819.1998.00394.x	9681581	English	English-language sources	Japan	Case report	case_report	Large Case Series	10	10	external_link_available	External record link available	https://doi.org/10.1046/j.1440-1819.1998.00394.x	not_stated	yes	one_way	not_stated	not_stated	other_described		yes	no	no	yes	yes	not_stated	not_stated
JPN_007	花澤寿	1998	多重人格症状を呈したbulimia nervosaの1例	精神医学 40(7):703-710			Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	ocr_managed_source	OCR-managed source		partial	yes	not_stated	no	safety_or_stabilization	other_described		no	no	no	yes	no	no	not_stated
JPN_008	藤田裕司	1998	多重人格障害と鑑定された一症例	大阪教育大学紀要 第IV部門 46(2): 311-322			Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://cir.nii.ac.jp/crid/1390856506097327360	partial	yes	alter_to_host_predominant	no	safety_or_stabilization	other_described	6	no	no	no	yes	no	no	not_stated
JPN_037	中村曜子, 加藤温, 白波瀬丈一郎	1999	被虐待体験により長期にわたり解離性同一性障害を呈した境界性人格障害の1症例	臨床精神医学 28(11):1405-1409			Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		uncertain	yes	not_stated	no	safety_or_stabilization	improved_functioning		no	no	yes	yes	yes	no	not_stated
JPN_011	Sekine, Y.U.	2000	Dissociative identity disorder (DID) in Japan: A forensic case report and the recent increase in reports of DID	International Journal of Psychiatry in Clinical Practice	10.1080/13651500050518352	24921454	English	English-language sources	Japan	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1080/13651500050518352	partial	yes	host_to_alter_predominant	no	other_described	other_described	1	yes	no	no	yes	yes	no	not_stated
JPN_012	福島晴子, 車澤新, 金光秀, 田中究, 小林俊三, 安克昌, 前田潔	2000	解離性同一性障害入院患者の臨床特徴	精神医学 42(2): 153-157	10.11477/mf.1405902165		Japanese	East Asian languages	Japan	Case report	case_report	Small Case Series	7	7	external_link_available	External record link available	https://doi.org/10.11477/mf.1405902165	not_stated	not_stated	not_stated	not_stated	safety_or_stabilization	not_stated	8.1	yes	no	yes	uncertain	uncertain	uncertain	not_stated
JPN_013	黄〓淑, 西松能子, 遠藤俊吉	2000	解離性障害	国際生命情報科学会誌 18(2): 495-501	10.18936/islis.18.2_495		Japanese	East Asian languages	Japan	Case report	case_report	Small Case Series	3	3	external_link_available	External record link available	https://doi.org/10.18936/islis.18.2_495	no	yes	unclear	no	integration_or_fusion	integration_or_partial_integration		no	no	no	no	no	no	not_stated
JPN_034	山根秀夫	2000	睡眠薬の大量服薬を契機として顕在化した解離性同一性障害の1例	精神医学 42(11):1205-1207			Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	ocr_managed_source	OCR-managed source		partial	yes	not_stated	no	integration_or_fusion	integration_or_partial_integration		yes	no	no	no	not_stated	no	not_stated
JPN_036	黄現淑, 西松能子, 笹尾純, 佐藤忠宏, 遠藤俊吉	2000	結婚を契機に事例化した解離性同一性障害の3症例	日社精医誌 8:183-193			Japanese	East Asian languages	Japan	Case series	case_series	Small Case Series	3	3	restricted_local_source	Restricted local full text on file		mixed_or_variable	yes	one_way	no	safety_or_stabilization	integration_or_partial_integration		no	no	no	yes	not_stated	no	not_stated
JPN_035	上岡千雄, 大森哲郎	2001	幼児期の心的外傷体験がなく発症した解離性同一性障害の1症例	臨床精神医学 30(5):539-546			Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		no	yes	unclear	not_stated	diagnostic_clarification	improved_functioning		no	no	no	no	no	no	not_stated
JPN_015	千丈雅徳, 佐藤友香 et al.	2002	交代人格が成長して寛解へと至った解離性同一性障害の1例	精神医学 44(10):1061-1068	10.11477/mf.1405902719		Japanese	East Asian languages	Japan	Case report	case_report	Single Case	1	1	ocr_managed_source	OCR-managed source	https://doi.org/10.11477/mf.1405902719	partial	yes	host_to_alter_predominant	not_stated	functioning_or_cooperation	integration_or_partial_integration		yes	no	no	yes	yes	not_stated	not_stated
